operation_id	name	required	value_kind	wire_encoding	enum	fingerprint
list_zone_rrsets	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_zone_rrsets	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_zone_rrsets	type	no	string[]	repeat	A|AAAA|CAA|CNAME|DS|HINFO|HTTPS|MX|NS|PTR|RP|SOA|SRV|SVCB|TLSA|TXT	97d2935f440904c3812369979dd4dabcf35043393c7fef16a48c5d2536f6dedf
list_storage_box_types	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_storage_box_types	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_storage_box_types	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_storage_boxes	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_storage_boxes	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_storage_boxes	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_storage_boxes	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_storage_boxes	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc|stats.size|stats.size:asc|stats.size:desc|stats.size_filesystem|stats.size_filesystem:asc|stats.size_filesystem:desc	c9147bac953d7e3d7813f062e5ad7a48aa48f5cb02d9a83bd8bd835de44c18b9
list_storage_boxes_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_storage_boxes_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_storage_boxes_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_storage_boxes_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_storage_boxes_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_storage_box_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_storage_box_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_storage_box_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_storage_box_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_storage_box_folders	path	no	string	scalar		883c53b9c2289cd3a812e6a0fc62fe2e6eaf00c0429f681ecf1a72b7639b43ea
list_storage_box_snapshots	is_automatic	no	boolean	scalar		4b141e0a1775689d7a3dfd0fb0bd10eeb482826c7b81898bf6e26d13a5fa02d7
list_storage_box_snapshots	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_storage_box_snapshots	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_storage_box_snapshots	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_storage_box_subaccounts	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_storage_box_subaccounts	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_storage_box_subaccounts	sort	no	string[]	repeat	id|id:asc|id:desc|created|created:asc|created:desc	d3d02fb182e976586b958edbe1974252068fa5656b30b5a0d357142fd7d3f6df
list_storage_box_subaccounts	username	no	string	scalar		a519d05be730c6ba0cfb78dd274709b19cf86237dae201b346f6674ac3a4e19f
